FID,Status,Score,Match_type,Match_addr,Number,LONGITUDE,LATITUDE,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
506,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",1,-118.387847,34.21243,026-006867,TH,LA Family Housing Corporation,GPD - Project Home Again: The Family Shelter Expansion,C,0,HC,Family,NA,NA,Yes,0.8,7817 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,209, ,167, ,Veterans
507,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.387847,34.21243,026-006869,ES,LA Family Housing Corporation,Crisis Housing,C,Facility-based beds,HC,Family,NA,NA,Yes,0.53,7817 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,60, ,32, , 
508,M,92.5,A,"14203 Sylvan St, Van Nuys, CA, 91401",1,-118.44223,34.184721,104-009454,TH,"San Fernando Valley Community Mental Health Center, Inc.",Project New Start,C,0,SMF,Individual,NA,Multi-Diagnosed,Yes,0.5,14203 SYLVAN ST, ,Van Nuys,91411,62118,Bonnie Roth,Asst. Director of Homeless Continuum,(818) 901-4836,broth@sfvcmhc.org,SPA 2,SD 3,CD 6,128210,30, ,15, , 
509,M,100,A,"7817 Lankershim Blvd, Los Angeles, CA, 91605",1,-118.387847,34.21243,026-006887,RRH,LA Family Housing Corporation,New Lease Program,C,0,HC,Family,NA,NA,Yes,0.94,7817 Lankershim Blvd., ,Los Angeles,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4091,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,36, ,34, , 
510,M,100,A,"13131 Barbara Ann St, North Hollywood, CA, 91605",1,-118.418851,34.200296,140-003773,PSH,County of Los Angeles Department of Mental Health,Shelter Plus Care Good Samaritan Bonus**,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,1,13131 Barbara Ann Street, ,North Hollywood,91605,62118,Anu Sahni,Health Program Analyst I,(213) 480-3608,asahni@dmh.lacounty.gov,SPA 2,SD 3,CD 2,123410,99, ,99, , 
511,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006900,ES,LA Family Housing Corporation,Hillview FSP,C,Facility-based beds,SMF,Individual,NA, ,No,0.5,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4090,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,8, ,4, , 
512,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.387847,34.21243,026-006899,ES,LA Family Housing Corporation,Crisis Housing - Motel Vouchers (SPA 2),C,Voucher beds,HC,Family,NA, ,Yes,0.06,7817 Lankershim Blvd., ,North Hollywood,91605,62118,John Horn,VP of Programs,(818) 982-4090,jhorn@lafh.org,SPA 2,SD 3,CD 6,121800,176, ,11, , 
513,M,100,PP, ,1,-117.720596,34.098645,022-005951,ES,House of Ruth (Claremont),Emergency Shelter for Battered Women,C,Facility-based beds,SFHC,Family,DV,NA,No,0.43,P.O. Box 459, ,Claremont,91711,69037,Sue Aebischer,Executive Director,(909) 868-8008,saebischer@houseofruthinc.org,SPA 3,SD 1,NA,401902,35, ,15, , 
514,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006897,ES,LA Family Housing Corporation,Cornerstone FSP,C,Facility-based beds,SMF,Individual,NA, ,No,0.38,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Families,(818) 982-4089,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,8, ,3, , 
515,M,100,A,"6428 Whitsett Ave, North Hollywood, CA, 91606",1,-118.405199,34.187544,083-011265,TH,Volunteers of America of Los Angeles,ILP Women's Care Cottage,C,0,SF,Youth,NA,Youth (Emancipated Foster Youth),Yes,0.94,6428 WHITSETT AVE, ,North Hollywood,91606,62118,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 2,SD 3,CD 2,123800,16, ,15, , 
516,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006871,TH,LA Family Housing Corporation,GPD - LA Valley Shelter,C,0,SMF,Individual,NA,NA,Yes,1.02,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,135, ,138, ,Veterans
517,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006872,ES,LA Family Housing Corporation,Year Round Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1.03,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,88, ,91, , 
518,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006878,ES,LA Family Housing Corporation,DPSS General Relief,C,Facility-based beds,SMF,Individual,NA,NA,No,0.25,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Megan Engstrom,Quality Assurance Manager,(818) 982-4091,mengstrom@lafh.org,SPA 2,SD 3,CD 6,121800,20, ,5, , 
519,M,100,A,"7843 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.38785,34.212874,026-006894,RRH,LA Family Housing Corporation,Family Rental Subsidies Program,C,0,HC,Family,NA, ,No,1,7843 Lankershim Blvd., ,North Hollywood,91605,62118,Kris Freed,Director of Homeless Services for Familes,(818) 982-4092,kfreed@lafh.org,SPA 2,SD 3,CD 6,121800,45, ,45, , 
520,M,100,A,"7817 Lankershim Blvd, North Hollywood, CA, 91605",1,-118.387847,34.21243,026-006895,RRH,LA Family Housing Corporation,First 5 LA Rental Assistance RRH Round 2,N,0,HC,Family,NA, ,No,1,7817 Lankershim Blvd, ,North Hollywood,91605,62118,John Horn,VP of Programs,(818) 982-4092,jhorn@lafh.org,SPA 2,SD 3,CD 6,121800,215, ,215, , 
521,M,100,A,"4501 Santa Anita Ave, El Monte, CA, 91731",1,-118.027976,34.0878,083-011295,RRH,Volunteers of America of Los Angeles,First 5 LA Rental Assistance RRH Round 2,C,0,HC,Family,NA, ,No,1,4501 SANTA ANITA AVE, ,El Monte,91731,61152,Henery Wilson,Program Director,(213) 798-9440,henerywil@aol.com,SPA 3,SD 1,NA,432402,44, ,44, , 
522,M,100,A,"727 Harrison Ave, Claremont, CA, 91711",1,-117.726685,34.098672,508-019800,ES,Claremont Homeless Advocacy Program,Overnight Accomodation,N,Facility-based beds,SMF,Individual,NA, ,No,0.92,727 Harrison Ave, ,Claremont,91711,69037,,,,,SPA 3,SD 1,NA,401902,12, ,11, , 
523,M,100,A,"943 N Grand Ave, Covina, CA, 91724",1,-117.872711,34.097127,322-011702,RRH,YWCA of San Gabriel Valley,First 5 LA Rental Assistance,N,0,HC,Family,DV,NA,No,1,943 N. Grand Ave., ,Covina,91724,64002,Jody Winger,Facility Operations Manager,(626) 858-5279,jodywinger@ywcasgv.org,SPA 3,SD 5,NA,403721,195, ,195, , 
524,M,100,A,"4501 Santa Anita Ave, El Monte, CA, 91731",1,-118.027976,34.0878,083-011282,RRH,Volunteers of America of Los Angeles,Rapid Re-Housing,N,0,SMF+HC,Family,NA,NA,Yes,1,4501 SANTA ANITA AVE, ,El Monte,91731,61152,Henery Wilson,Program Director,(213) 798-9440,henerywil@aol.com,SPA 3,SD 1,NA,0,9, ,9, , 
525,M,98.4,A,"1104 W MC Gill St, Covina, CA, 91722",1,-117.912428,34.089575,171-011950,TH,City of Covina,McGill Transitional House,C,0,HC,Family,NA,NA,Yes,0.86,1104 W. McGill St., ,Covina,91722,69037,Nuala Gasser,Sr. Housing/Economic Development Mgr,(626) 384-5442,ngasser@covinaca.gov,SPA 3,SD 5,NA,405700,7, ,6, , 
526,M,100,A,"3348 Tyler Ave, El Monte, CA, 91731",1,-118.035914,34.069454,377-015302,PSH,Domus Development,Tyler Court,C,0,SMF,Individual,NA, ,Yes,1,3348 Tyler Ave, ,El Monte,91731,61152,Richard Corral,CEO,(213) 840-8567,corralconsulting@gmail.com,SPA 3,SD 1,NA,433200,22, ,22, , 
527,M,100,A,"943 N Grand Ave, Covina, CA, 91724",1,-117.872711,34.097127,322-011700,ES,YWCA of San Gabriel Valley,Women in Need Growing Strong (WINGS),C,Facility-based beds,HC,Family,DV,NA,No,0.42,943 N. Grand Ave., ,Covina,91724,69037,Jody Winger,Facility Operations Manager,(626) 858-5279,jodywinger@ywcasgv.org,SPA 3,SD 5,NA,403721,26, ,11, , 
528,M,100,A,"943 N Grand Ave, Covina, CA, 91724",1,-117.872711,34.097127,322-011701,TH,YWCA of San Gabriel Valley,WINGS Transitional Program,C,0,SFHC,Family,DV,Multi-Diagnosed,No,0.6,943 N. Grand Ave., ,Covina,91724,69037,Christy Velasco,Family Services Manager,(626) 858-5279,christyvelasco@ywcasgv.org,SPA 3,SD 5,NA,403721,15, ,9, , 
529,M,100,A,"2359 Valwood Ave, El Monte, CA, 91732",1,-118.019471,34.046956,079-004250,TH,East San Gabriel Valley Coalition for the Homeless,Transitional Housing Program,C,0,HC,Family,NA,NA,No,1,2359 Valwood Ave., ,El Monte,91732,61152,Renee Johnson,Case Manager,(626) 333-7204,esgvch@aol.com,SPA 3,SD 1,NA,434002,12, ,12, , 
530,M,100,A,"11927 Elliott Ave, El Monte, CA, 91732",1,-118.025821,34.057908,219-002102,TH,"BRIDGES, Inc.",Casitas Tranquilas,C,0,SMF,Individual,NA,Mentally Ill,No,0.8,11927 Elliott Ave, ,El Monte,91732,61152,Lisa Maher,Program Director,(626) 350-5304,lmaher@bridgesrehab.org,SPA 3,SD 1,NA,433901,15, ,12, , 
531,M,98.4,A,"11927 Elliott Ave, El Monte, CA, 91732",1,-118.025821,34.057908,219-002100,TH,"BRIDGES, Inc.",Casitas Esperanza,C,0,SMF,Individual,NA,Multi-Diagnosed,No,0.57,11927 Eliott Avenue, ,El Monte,91732,61152,Daphne Tanori,Program Director,(626) 350-5304 x 526,dtanori@bridgesrehab.org,SPA 3,SD 1,NA,433901,14, ,8, , 
532,M,100,A,"11046 Valley Mall, El Monte, CA, 91731",1,-118.034282,34.073324,164-002364,ES,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",FSC Emergency Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,1,11046 Valley Mall Rd., ,El Monte,91731,61152,Margie Robles,Case Manager,(626) 444-9000 x 22,mrobles@chcada.org,SPA 3,SD 1,NA,432700,13, ,13, , 
533,M,100,A,"10117 Garvey Ave, El Monte, CA, 91733",1,-118.048698,34.062786,377-015300,PSH,Domus Development,Garvey Court,C,0,SMF,Individual,NA,Seniors (Aged 55+),No,1,10117 Garvey Ave, ,El Monte,91733,61152,Richard Corral,CEO,(213) 840-8568,corralconsulting@gmail.com,SPA 3,SD 1,NA,433502,68, ,68, , 
534,M,100,A,"11046 Valley Mall, El Monte, CA, 91731",1,-118.034282,34.073324,164-002357,TH,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Pathways Homes,C,0,HC,Family,DV,NA,No,0.64,11046 Valley Mall, ,El Monte,91731,61152,Henry Alonso,Program Manager,(626) 444-9000,halonso@chcada.org,SPA 3,SD 1,NA,432700,14, ,9, , 
535,M,100,A,"241 S Valley Center Ave, Glendora, CA, 91741",1,-117.837789,34.133174,079-004251,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,241 S. Valley Center Ave., ,Glendora,91741,61470,Carlos Salgado,Senior Case Manager,(661) 945-5509,csalgado@avdvc.org,SPA 3,SD 5,NA,400402,229, ,229, , 
536,M,100,A,"1803 Nausika Ave, Rowland Heights, CA, 91748",1,-117.878305,33.985003,326-005100,ES,Gospel Missions of America,Gospel Missions of America,C,Facility-based beds,SMF,Individual,NA,NA,No,1,1803 Nausika Ave., ,Rowland Heights,91748,69037,Don Statch,Administrative Assistant,(626) 965-8922,info@gospelmissions.org,SPA 3,SD 4,NA,408705,15, ,15, , 
537,M,100,A,"2132 Blossom Ln, La Verne, CA, 91750",1,-117.78417,34.102562,162-004057,TH,"David & Margaret Home, Inc.",Wings of Discovery Transitional Living Program I - Women (THP-Plus),N,0,SMF+HC,Youth,NA,Youth (Emancipated Foster Youth),No,1,2132 Blossom Ln., ,La Verne,91750,69037,Michael Miller,Chief Program Officer,(909) 596-5921 x 3500,MillerM@DavidandMargaret.org,SPA 3,SD 5,NA,401500,6, ,6, , 
538,M,100,A,"600 S Park Ave, Pomona, CA, 91766",1,-117.754309,34.054098,083-011280,ES,Volunteers of America of Los Angeles,Winter Shelter - Pomona,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,600 S. Park Ave., ,Pomona,91766,62850,Johnny Glanton,Program Manager,(310) 204-0690,jglanton@voala.org,SPA 3,SD 1,NA,408800,108, ,108, , 
539,M,100,A,"12820 Crossroads Pkwy S, Industry, CA, 91746",1,-118.025389,34.028747,396-016450,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program*,C,Voucher beds,SMF,Individual,NA,NA,No,0.77,12820 Crossroads Parkway South, ,Industry,91746,69037,Shari Cheatham,Program Director,(562) 908-6328,sherricheatham@dpss.lacounty.gov,SPA 3,SD 1,NA,408402,638, ,490, , 
540,M,92.5,A,"1171 Durfee Ave, South El Monte, CA, 91733",1,-118.041235,34.03585,164-002360,ES,"California Hispanic Commission on Alcohol & Drug Abuse, Inc. (CHCADA)",Year Round Overnight Emergency Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.68,1171 Durfee Ave., ,South El Monte,91753,69037,Margie Robles,Case Manager,(626) 444-9000 x 22,mrobles@chcada.org,SPA 3,SD 1,NA,433802,60, ,41, , 
542,M,100,A,"505 S Garey Ave, Pomona, CA, 91766",1,-117.750109,34.055055,163-003202,PSH,City of Pomona Housing Authority,Shelter Plus Care Program,C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,1.12,505 S. Garey Ave., ,Pomona,91766,62850,Adelaide Hsu,Director,(909) 620-2235,adelaide_hsu@ci.pomona.ca.us,SPA 3,SD 1,NA,408800,145, ,163, , 
543,M,100,A,"2040 N Garey Ave, Pomona, CA, 91767",1,-117.752525,34.083651,348-014300,TH,Mercy House,Trinity House,C,0,SM,Individual,NA, ,Yes,0.4,2040 N. Garey Ave, ,Pomona,91767,62850,,,,,SPA 3,SD 1,NA,402102,10, ,4, , 
544,M,100,A,"599 N Main St, Pomona, CA, 91768",1,-117.752253,34.063808,029-007006,OPH,LA House of Ruth,Homeless Section 8 Program Vouchers (HACLA),C,0,SMF+HC,Family,NA, ,No,1,599 N Main St, ,Pomona,91768,62850,Beatriz Velazquez,Case Manager,(323) 266-4140,ruth33288@aol.com,SPA 3,SD 1,NA,0,14, ,14, , 
545,M,100,A,"2336 Lovejoy St, Pomona, CA, 91767",1,-117.732745,34.085653,447-019100,TH,A Meaningful Goal Housing Shelter,Process of Change,C,0,SMF,Individual,NA, ,No,0.12,2336 Lovejoy St., ,Pomona,91767,62850,,,,,SPA 3,SD 1,NA,402101,8, ,1, , 
546,M,100,A,"1753 N Park Ave, Pomona, CA, 91768",1,-117.752826,34.077361,268-006050,ES,Inland Valley Council of Churches,Our House Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.6,1753 N. Park Ave., ,Pomona,91768,62850,Rochelle Williams,Case Manager/Program Assistant,(909) 622-3806,rochellew@inlandvalleyhopepartners.org,SPA 3,SD 1,NA,402200,15, ,9, , 
547,M,100,A,"200 N Garey Ave, Pomona, CA, 91767",1,-117.750054,34.059505,313-010751,PSH,Tri-City Mental Health Center,Tri-City Mental Health,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.61,200 N. Garey Ave., ,Pomona,91767,62850,Gilbert Saldate,Housing Division Manager/Public Outreach,(909) 772-8331,gsaldate@tricitymhs.org,SPA 3,SD 1,NA,402102,23, ,14, , 
548,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",1,-117.734949,34.090348,102-009009,TH,"Prototypes, Inc.",Women's Center,C,0,SFHC,Family,DV,Substance Abusers,No,0.92,837 E. Arrow Hwy., ,Pomona,91767,62850,Anita Dunlap,Data Coordinator,(909) 624-1233 x 108,adunlap@prototypes.org,SPA 3,SD 1,NA,402101,134, ,123, , 
549,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",1,-117.734949,34.090348,102-009003,TH,"Prototypes, Inc.",PROTOTYPES Transitional Housing Project,C,0,HC,Family,NA,NA,Yes,0.62,837 E. Arrow Hwy., ,Pomona,91767,62850,Christina Henderson,Housing Coordinator,(909) 621-9052,chenderson@prototypes.org,SPA 3,SD 1,NA,402101,65, ,40, , 
550,M,100,A,"837 E Arrow Hwy, Pomona, CA, 91767",1,-117.734949,34.090348,102-009002,PSH,"Prototypes, Inc.",Permanent Housing Project for Disabled Women & Children,C,0,HC,Family,NA,NA,Yes,0.56,837 E. Arrow Hwy., ,Pomona,91767,62850,Christina Henderson,Housing Coordinator,(909) 621-9052,chenderson@prototypes.org,SPA 3,SD 1,NA,402101,50, ,28, , 
551,M,100,A,"650 E Bonita Ave, San Dimas, CA, 91773",1,-117.794481,34.106615,162-004058,TH,"David & Margaret Home, Inc.",THP Foster Care,C,0,SF,Individual,NA, ,No,1,650 E. Bonita Ave., ,San Dimas,91773,69037,Michael Miller,Chief Program Officer,(909) 596-5921 x 3502,MillerM@DavidandMargaret.org,SPA 3,SD 5,NA,400304,19, ,19, , 
552,M,100,A,"420 S Glendora Ave, West Covina, CA, 91790",1,-117.925636,34.067108,412-019650,PSH,San Gabriel Valley Services Partnership,Housing for Health,N,0,SMF,Individual,NA, ,No,0,420 S. Glendora Avenue, ,West Covina,91790,64002,,,,,SPA 3,SD 1,NA,406500,5, ,0, , 
553,M,92.5,A,"2040 N Garey Ave, Pomona, CA, 91767",1,-117.752525,34.083651,163-003204,TH,City of Pomona,Pomona Transitional Living Center,C,0,SM,Individual,NA,NA,No,1,2040 N Garey Ave, ,Pomona,91766,62850,Jan Cicco,Homeless Services Contract Administrator,(909) 620-2571,jan_cicco@ci.pomona.ca.us,SPA 3,SD 1,NA,402102,5, ,5, , 
554,M,100,A,"44611 Yucca Ave, Lancaster, CA, 93534",1,-118.134395,34.694026,231-015702,ES,City of Lancaster,Year Round Overnight Emergency Shelter,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,Yes,1,44611 Yucca Ave., ,Lancaster,93534,61914,Stacy Waddle,Director,(661) 945.7524,stacy.lcshelter@gmail.com,SPA 1,SD 5,NA,900607,10, ,10, , 
555,M,100,A,"44611 Yucca Ave, Lancaster, CA, 93534",1,-118.134395,34.694026,231-015701,ES,City of Lancaster,Winter Shelter Program - Antelope Valley,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.96,44611 Yucca Ave., ,Lancaster,93534,61914,Stacy Waddle,Director,(661) 945-7524,stacy.lcshelter@gmail.com,SPA 1,SD 5,NA,900607,77, ,74, , 
556,M,100,A,"700 W Main St, Alhambra, CA, 91801",1,-118.134089,34.091643,374-015103,PSH,US Department of Veterans Affairs,VASH - HACoLA,C,0,SMF+HC,Family,NA,NA,No,1,700 W MAIN ST, ,ALHAMBRA,91801,60030,Paul Stevenson,Dir of Veteran's Services,(323) 644-2200,pauls@epath.org,SPA 3,SD 5,NA,480301,1328, ,1328, ,Veterans
557,M,100,A,"700 W Main St, Alhambra, CA, 91801",1,-118.134089,34.091643,372-015000,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,1.01,700 W. Main Street, ,Alhambra,91801,60030,George Dixon,VCA III,(213) 253-2677,gdixon@mva.lacounty.gov,SPA 3,SD 5,NA,481001,109, ,110, ,Veterans
558,M,100,A,"43336 Gadsden Ave, Lancaster, CA, 93534",1,-118.143362,34.67015,124-008510,TH,Penny Lane Centers,Armargosa Project,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.6,43336 GADSDEN AVE, ,Lancaster,93534,61914,Lee Overson,Program Manager,(818) 402-2112,loverson@pennylane.org,SPA 1,SD 5,NA,900704,10, ,6, , 
559,M,79.91,M,"28 N Almansor St, Alhambra, CA, 91801",1,-118.12118,34.098285,021-005814,TH,Homes for Life Foundation,Athena Homes,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,1,28 Almansor, ,Alhambra,91801,60030,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 3,SD 5,NA,481002,16, ,16, , 
560,M,89.04,A,"1005 E Las Tunas Dr, San Gabriel, CA, 91776",1,-118.086,34.103501,407-017052,ES,Family Promise of East San Fernando Valley,Family Promise of San Gabriel Valley,C,Other beds,HC,Family,NA,NA,No,0.14,1005 East Las Tunas Blvd, Suite 525,San Gabriel,91776,69037,Karen Roberson,Network Director,(626) 569-0991,karen.roberson@fpsgv.org,SPA 3,SD 5,NA,480102,14, ,2, , 
561,M,100,A,"44916 10th St W, Lancaster, CA, 93534",1,-118.148036,34.699602,507-019750,PSH,Antelope Valley Community Clinic,Arbor Court,C,0,SMF,Individual,NA, ,Yes,1,44916 10th St. West, ,Lancaster,93534,61914,,,,,SPA 1,SD 5,NA,900806,84, ,84, , 
562,M,100,PP, ,1,-118.114203,34.670832,117-001451,TH,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Oasis House Transitional Housing Program for Victims of Domestic Violence,C,0,SMF+HC,Family,DV,NA,Yes,0.9,Confidential, ,Lancaster,93535,61914,Lorraine Hines,Chief of Residential Services,(661) 945-5509,lhines@avdvc.org,SPA 1,SD 5,NA,900703,21, ,19, , 
563,M,100,A,"616 W Lancaster Blvd, Lancaster, CA, 93534",1,-118.14004,34.697994,435-018451,PSH,The Catalyst Foundation,The Catalyst Foundation PSH Program,C,0,SMF+HC,Family,HIV, ,No,1,616 W LANCASTER BLVD, ,LANCASTER,93534,61914,,,,,SPA 1,SD 5,NA,900806,85, ,85, , 
564,M,100,PP, ,1,-118.177967,34.700495,117-001454,ES,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Valley Oasis Shelter,C,Facility-based beds,SMF+HC,Family,DV,NA,Yes,0.6,Confidential, ,Lancaster,93536,61914,Carlos Salgado,Senior Case Manager,(661) 945-5509,csalgado@avdvc.org,SPA 1,SD 5,NA,901004,45, ,27, , 
565,M,100,PP, ,1,-118.176936,34.692135,117-001453,TH,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Stepping Into The Light (Transitional #II),C,0,SMF,Individual,DV,NA,No,1,Confidential, ,Lancaster,93539,64074,Lorraine Hines,Chief of Residential Housing,(661) 945-5509,lhines@avdvc.org,SPA 1,SD 5,NA,900503,27, ,27, , 
566,M,100,PP, ,1,-118.178491,34.708856,117-001453,TH,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Steppin' Into The Light,C,0,SMF+HC,Family,DV,NA,Yes,0.66,Confidential, ,Lancaster,93539,61914,Lorraine Hines,Chief of Residential Housing,(661) 945-5509,lhines@avdvc.org,SPA 1,SD 5,NA,900503,35, ,23, , 
567,M,100,PP, ,1,-118.178441,34.685862,117-001452,PSH,Valley Oasis (formerly Antelope Valley Domestic Violence Council),Shelter Plus Care - Tenant Based Project (LA County),C,0,SMF+HC,Family,DV,Chronically Homeless,Yes,1,Confidential, ,Lancaster,93539,62148,Patti Rivetti,Chief,(661) 942-2758,privetti@avdvc.org,SPA 1,SD 5,NA,901005,91, ,91, , 
568,M,100,A,"530 W Jackman St, Lancaster, CA, 93534",1,-118.139091,34.701766,282-007410,PSH,Mental Health America of Los Angeles (Antelope Valley),Arbor Field,C,0,SMF,Individual,NA, ,Yes,1,530 W Jackman St, ,Lancaster,93534,61914,Amy Pacheco,Homeless Services Contract Administrator,(562) 485-8291,apacheco@mhala.org,SPA 1,SD 5,NA,900806,35, ,35, , 
569,M,100,A,"39519 Chantilly Ln, Palmdale, CA, 93551",1,-118.182516,34.600464,368-014800,PSH,Swarthy Inc (Affordable Living for the Aging),MJM Pathways (Swarthy World Society),N,0,SMF,Individual,NA,Mentally Ill,No,0,39519 CHANTILLY LN, ,PALMDALE,93551,62658,Rachel Caraviello,VP of Programs,(323) 650-8034,Rachel@alaseniorliving.org,SPA 1,SD 5,NA,910203,12, ,0, , 
570,M,100,A,"506 W Jackman St, Lancaster, CA, 93534",1,-118.137889,34.701911,282-007408,RRH,Mental Health America of Los Angeles,SSVF - Supportive Services for Veteran Families,N,0,SMF+HC,Family,NA, ,No,1,506 W. Jackman St., ,Lancaster,93534,61914,Amy Pacheco,Homeless Services Contract Administrator,(562) 485-8289,apacheco@mhala.org,SPA 1,SD 5,NA,900806,7, ,7, , 
571,M,100,A,"349 E Avenue K6, Lancaster, CA, 93535",1,-118.123763,34.66956,396-016451,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program*,C,Voucher beds,HC,Family,NA,NA,No,1,349 E AVENUE K6 STE B, ,Lancaster,93535,69037,Shari Cheatham,Program Director,(562) 908-6328,sherricheatham@dpss.lacounty.gov,SPA 1,SD 1,NA,433100,1569, ,1569, , 
